train_no,train_name,zone,source_station,destination_station,current_station,day_of_week,month,festival,weather,temperature,humidity,visibility_km,rainfall_mm,track_congestion,station_congestion,previous_station_delay,average_route_delay,distance_from_source,distance_remaining,train_priority,locomotive_type,maintenance_flag,delay_minutes
12138,Punjab Mail,CR,KOTA,NDLS,MAS,Sunday,1,None,Cloudy,26.0,20,1.0,0,High,Low,0,20,1492,1455,Freight,WAP-7,Yes,28
12622,Tamil Nadu Express,SR,NDLS,AGC,BPL,Wednesday,12,Holi,Fog,39.3,67,12.5,0,Medium,Medium,0,8,838,74,Freight,WDP-4D,No,28
12301,Howrah Rajdhani,ER,PRYJ,CNB,BCT,Wednesday,9,None,Clear,39.4,52,13.5,0,Medium,Low,2,12,738,355,Rajdhani,WAP-7,Yes,6
12951,Mumbai Rajdhani,WR,LKO,MAS,LKO,Saturday,10,None,Clear,24.2,93,10.5,0,Medium,Low,9,13,597,1514,Vande Bharat,WDP-4D,Yes,14
22436,Vande Bharat,NR,PRYJ,SBC,NDLS,Tuesday,2,None,Fog,23.0,68,14.8,0,Medium,Medium,27,8,547,1633,Freight,WDP-4D,No,59
12622,Tamil Nadu Express,SR,HWH,LKO,BPL,Wednesday,7,Holi,Clear,18.3,78,5.1,0,Low,High,10,0,1548,866,Rajdhani,WAP-5,Yes,28
12951,Mumbai Rajdhani,WR,AGC,MAS,KOTA,Thursday,3,None,Rain,9.5,68,0.3,27,Low,High,29,11,1195,1079,Express,WDP-4D,No,62
12951,Mumbai Rajdhani,WR,HWH,SBC,CNB,Sunday,2,None,Clear,38.5,43,7.7,0,Low,High,29,13,852,1335,Vande Bharat,WAP-7,No,44
12138,Punjab Mail,CR,HWH,AGC,LKO,Sunday,12,None,Rain,34.5,32,7.2,22,Low,Medium,1,5,1662,1175,Passenger,WAG-9,Yes,28
12138,Punjab Mail,CR,NDLS,SBC,BPL,Sunday,5,Eid,Clear,43.2,76,6.3,0,High,Low,3,18,1510,1114,Express,WAP-7,Yes,37
22436,Vande Bharat,NR,HWH,PRYJ,MAS,Monday,2,Eid,Clear,15.8,89,8.0,0,Medium,Low,47,0,58,1452,Vande Bharat,WAP-5,No,47
12951,Mumbai Rajdhani,WR,AGC,CNB,MAS,Tuesday,3,None,Fog,16.2,34,13.6,0,Medium,Medium,0,4,1284,276,Vande Bharat,WDP-4D,No,20
12627,Karnataka Express,SWR,NDLS,SBC,SBC,Monday,8,None,clear,25.8,31,3.7,0,Low,High,16,20,1150,532,Mail,WDP-4D,No,46
12301,Howrah Rajdhani,ER,SBC,LKO,BCT,Saturday,4,None,Clear,12.1,46,5.3,0 mm,High,Low,11,19,19,1457,Passenger,WAP-7,Yes,30
12301,Howrah Rajdhani,ER, SBC ,NDLS,CNB,Tuesday,12,None,Clear,23.2,35,10.9,0,Low,Low,26,14,1212,1527,Passenger,WAG-9,No,32
12138,Punjab Mail,CR,SBC,PRYJ,LKO,Wednesday,6,None,Cloudy,31.2,58,5.6,0,Medium,High,7,11,417,697,Rajdhani,WAP-5,No,28
12622,Tamil Nadu Express,SR,SBC,BCT,NDLS,Thursday,12,None,Storm,39.0,56,3.5,0,Medium,Low,13,4,1129,484,Vande Bharat,WAP-5,Yes,17
12627,Karnataka Express,SWR,PRYJ,AGC,SBC,Tuesday,12,None,Clear,11.5,37,11.1,0,High,Low,15,18,1335,789,Passenger,WAP-5,No,41
12622,Tamil Nadu Express,SR,NGP,HWH,MAS,Wednesday,7,Chhath,Rain,37.8,86,9.3,77,Medium,High,26,3,1648,856,Rajdhani,WAG-9,Yes,65
12001,Shatabdi,NR,PRYJ,CNB,NGP,Sunday,11,None,Clear,,56,6.1,0,Medium,Medium,23,5,473,1295,Rajdhani,WAG-9,Yes,28
12622,Tamil Nadu Express,SR,CNB,BPL,LKO,Wednesday,11,None,Clear,21.2,88,8.5,0,Low,High,13,7,917,171,Vande Bharat,WDP-4D,Yes,30
22436,Vande Bharat,NR,NGP,AGC,MAS,Tuesday,2,None,Rain,8.1,68,5.8,109,High,Low,14,6,324,1407,Freight,WAP-5,No,32
12301,Howrah Rajdhani,ER,MAS,CNB,SBC,Wednesday,1,None,Clear,36.4,73,4.3,0,High,Low,5,10,100,200,Vande Bharat,WAP-7,No,15
12001,Shatabdi,NR,MAS,SBC,CNB,Wednesday,11,Eid,Clear,16.7,28,5.9,0,High,High,0,17,1790,1596,Express,WAG-9,Yes,43
11057,Amritsar Express,CR,NDLS,HWH,NDLS,Sunday,2,None,clear,23.0,29,5.6,0,High,Low,36,0,846,1073,Passenger,WAP-7,Yes,44
12627,Karnataka Express,SWR,KOTA,CNB,KOTA,Wednesday,2,Eid,Fog,41.5,79,0.3,0,Low,Low,0,0,714,1758,Express,WAP-5,No,30
12001,Shatabdi,NR,NDLS,SBC,KOTA,Thursday,12,Diwali,Rain,32.4,60,8.3,43,Medium,Medium,2,6,562,1307,Rajdhani,WDP-4D,Yes,25
12138,Punjab Mail,CR,NGP,NDLS,CNB,Tuesday,8,None,Clear,15.4,36,7.8,0,Medium,High,0,13,516,1022,Vande Bharat,WAG-9,Yes,23
12622,Tamil Nadu Express,SR,CNB,BPL,BCT,Wednesday,9,Holi,Clear,10.0,98,8.3,0,Medium,High,0,17,1648,1357,Freight,WAP-5,No,35
12627,Karnataka Express,SWR,HWH,KOTA,BCT,Saturday,2,None,Clear,42.4,29,6.2,0,Medium,High,6,1,375,1244,Rajdhani,WAG-9,Yes,17
11057,Amritsar Express,CR,LKO,AGC,BCT,Monday,8,Holi,Clear,25.3,31,3.9,0,High,High,19,10,1188,1473,Mail,WDP-4D,No,55
22436,Vande Bharat,NR,NGP,KOTA,AGC,Wednesday,6,None,Rain,29.6,56,8.9,66,Low,Medium,37,14,1467,1412,Mail,WAP-5,Yes,62
12622,Tamil Nadu Express,SR,MAS,PRYJ,LKO,Tuesday,9,Diwali,clear,10.2,32,3.4,0,High,High,0,10,890,1357,Rajdhani,WAG-9,Yes,36
12951,Mumbai Rajdhani,WR,BCT,NDLS,NGP,Tuesday,9,None,Rain,30.7,92,8.7,81,High,Medium,6,9,1155,1233,Freight,WDP-4D,No,40
11057,Amritsar Express,CR, NDLS ,KOTA,CNB,Wednesday,1,None,Rain,15.7,91,9.8,20,Medium,High,15,16,1066,752,Freight,WAP-5,Yes,52
12001,Shatabdi,NR,SBC,LKO,BPL,Friday,10,Diwali,Fog,,86,10.4,0,Low,Low,34,10,1338,1735,Mail,WAG-9,Yes,68
11057,Amritsar Express,CR,HWH,MAS,AGC,Wednesday,4,None,Cloudy,31.3,54,6.6,0,Medium,Medium,10,14,113,747,Vande Bharat,WAP-5,Yes,24
12627,Karnataka Express,SWR,PRYJ,SBC,NGP,Friday,8,None,Fog,41.6,89,10.1,0,High,High,0,2,574,1245,Express,WAP-7,Yes,35
12951,Mumbai Rajdhani,WR,BCT,AGC,BCT,Friday,12,None,Rain,17.0,77,13.1,114,Low,Medium,17,4,1760,1326,Freight,WAP-5,No,25
12622,Tamil Nadu Express,SR,AGC,NGP,NDLS,Sunday,9,Chhath,Rain,21.0,45,1.8,119,Medium,High,20,9,1170,313,Passenger,WAP-7,No,56
12001,Shatabdi,NR,NGP,SBC,AGC,Monday,10,None,Clear,14.3,77,4.8,0,Low,Medium,22,7,1031,1671,Express,WAG-9,No,29
12627,Karnataka Express,SWR,SBC,MAS,KOTA,Friday,10,None,Clear,20.9,28,9.2,0,Medium,Medium,2,5,16,1704,Freight,WAG-9,No,7
12138,Punjab Mail,CR,LKO,HWH,PRYJ,Sunday,3,Chhath,Rain,34.3,21,1.6,99,Low,High,19,0,848,803,Express,WAP-5,No,56
11057,Amritsar Express,CR,NDLS,CNB,BCT,Thursday,11,None,Rain,10.9,47,9.3,80,High,Low,15,0,719,1574,Rajdhani,WAP-7,Yes,32
12622,Tamil Nadu Express,SR,SBC,MAS,NGP,Sunday,8,None,Rain,16.4,48,10.9,90,Low,Low,0,14,1297,118,Rajdhani,WDP-4D,No,19
12138,Punjab Mail,CR,KOTA,PRYJ,NDLS,Friday,11,None,Clear,25.0,32,13.7,0,Low,High,26,1,655,1619,Express,WAG-9,Yes,37
12951,Mumbai Rajdhani,WR,LKO,PRYJ,BPL,Saturday,11,None,Cloudy,17.8,48,14.1,0,Low,Medium,6,16,1100,739,Mail,WAP-5,Yes,14
11057,Amritsar Express,CR,AGC,SBC,MAS,Saturday,7,None,Clear,44.1,53,5.6,0,High,Medium,37,13,1432,789,Passenger,WAG-9,No,58
11057,Amritsar Express,CR,HWH,BCT,BCT,Friday,12,None,Cloudy,40.8,70,12.1,0,Low,High,4,11,741,1059,Passenger,WAP-7,Yes,25
12138,Punjab Mail,CR,PRYJ,BPL,NDLS,Sunday,10,None,Clear,31.1,26,4.1,0,Low,Low,0,11,762,1655,Passenger,WAG-9,Yes,11
12001,Shatabdi,NR,BCT,LKO,NDLS,Thursday,9,None,Rain,15.3,63,10.4,83,High,Low,25,1,1275,522,Vande Bharat,WAG-9,Yes,58
12138,Punjab Mail,CR,NDLS,HWH,PRYJ,Monday,6,None,Clear,11.6,54,14.7,0,Medium,Low,12,3,1380,877,Mail,WAG-9,Yes,15
12001,Shatabdi,NR,MAS,AGC,LKO,Friday,5,None,Clear,27.7,24,8.6,0,High,Low,8,12,1337,513,Mail,WAG-9,Yes,28
11057,Amritsar Express,CR,LKO,PRYJ,HWH,Saturday,8,Diwali,cloudy,19.0,71,4.1,0,Low,Low,11,17,496,1067,Express,WAP-5,Yes,36
12951,Mumbai Rajdhani,WR,HWH,NGP,LKO,Tuesday,6,None,Clear,41.6,,0.3,0,Low,Low,0,4,1369,1340,Mail,WAP-7,Yes,0
12138,Punjab Mail,CR,KOTA,CNB,HWH,Thursday,9,None,Rain,41.0,25,5.6,102,Medium,Medium,23,0,646,1246,Mail,WAP-5,Yes,38
12301,Howrah Rajdhani,ER,SBC,LKO,BCT,Monday,10,None,Rain,13.2,26,10.2,117,Medium,Medium,4,11,1675,342,Passenger,WAP-7,No,14
12627,Karnataka Express,SWR,KOTA,MAS,BPL,Sunday,8,Eid,Cloudy,30.6,43,13.1,0,High,Medium,5,11,419,452,Express,WDP-4D,No,32
12951,Mumbai Rajdhani,WR,SBC,BCT,HWH,Wednesday,9,None,Clear,39.1,76,9.8,0,High,High,8,12,1236,1372,Passenger,WAP-5,No,30
12622,Tamil Nadu Express,SR,BCT,HWH,PRYJ,Wednesday,4,Holi,Storm,19.9,91,11.7,0,High,High,19,1,860,995,Express,WAP-7,Yes,46
12622,Tamil Nadu Express,SR,LKO,MAS,SBC,Tuesday,4,None,Clear,28.0,,3.3,0,Low,Medium,5,17,343,1003,Express,WDP-4D,Yes,22
22436,Vande Bharat,NR,BPL,HWH,BPL,Thursday,9,None,Clear,13.3,81,2.6,0,Low,High,2,7,1735,543,Vande Bharat,WAP-7,Yes,11
11057,Amritsar Express,CR,AGC,MAS,SBC,Thursday,9,None,Rain,26.6,27,1.4,91,Low,Medium,18,9,1175,223,Passenger,WAG-9,No,51
12001,Shatabdi,NR,NGP,NDLS,LKO,Monday,9,None,Fog,35.3,47,14.2,0,Low,Low,0,15,666,755,Rajdhani,WAP-7,Yes,40
12301,Howrah Rajdhani,ER,MAS,LKO,NGP,Monday,5,None,Clear,44.8,53,13.2,0,High,High,26,9,1287,1302,Mail,WAG-9,No,45
12138,Punjab Mail,CR,BCT,NDLS,MAS,Wednesday,1,None,Rain,11.8,51,12.3,98,High,Low,23,0,889,971,Express,WAG-9,Yes,40
12138,Punjab Mail,CR,SBC,NGP,HWH,Saturday,10,None,Clear,24.1,28,5.2,0,Low,High,11,11,240,33,Rajdhani,WAP-5,No,32
12001,Shatabdi,NR,CNB,NDLS,PRYJ,Tuesday,11,None,Clear,11.7,92,9.6,0,High,High,6,0,996,1349,Passenger,WDP-4D,No,24
12951,Mumbai Rajdhani,WR,CNB,AGC,SBC,Wednesday,12,Holi,Rain,40.5,60,0.3,113,Low,Medium,14,0,767,1260,Passenger,WAP-7,No,38
12301,Howrah Rajdhani,ER,NDLS,SBC,AGC,Thursday,11,None,Clear,14.1,51,12.0,0,High,High,2,7,234,912,Vande Bharat,WAP-7,No,19
12138,Punjab Mail,CR,NGP,PRYJ,MAS,Wednesday,11,None,Clear,19.2,46,10.3,0,High,Medium,0,0,1536,1513,Vande Bharat,WAP-7,No,8
22436,Vande Bharat,NR,MAS,LKO,HWH,Monday,4,None,Cloudy,12.2,32,11.9,0,High,Low,9,0,1462,51,Vande Bharat,WDP-4D,Yes,9
22436,Vande Bharat,NR,LKO,HWH,BPL,Wednesday,12,None,Rain,19.1,65,12.7,45,Medium,High,33,15,492,1068,Freight,WAP-7,No,58
11057,Amritsar Express,CR,NGP,NDLS,MAS,Friday,3,None,Rain,33.2,72,3.5,97,High,Low,0,14,1032,163,Express,WAG-9,No,34
12951,Mumbai Rajdhani,WR,NGP,BCT,MAS,Thursday,1,None,Clear,18.5,26,13.2,0,Low,High,0,0,301,1498,Vande Bharat,WAP-5,No,2
12138,Punjab Mail,CR,SBC,PRYJ,BPL,Friday,10,None,Rain,37.5,69,0.8,37,Low,Low,19,6,444,667,Rajdhani,WDP-4D,No,37
11057,Amritsar Express,CR,AGC,BCT,KOTA,Wednesday,3,None,Clear,21.2,64,0.8,0,Medium,Medium,4,5,956,1389,Vande Bharat,WAP-5,Yes,9
12138,Punjab Mail,CR,AGC,LKO,PRYJ,Wednesday,11,None,Clear,15.2,70,6.4,0,Medium,High,18,8,1179,1004,Express,WAP-7,No,36
12622,Tamil Nadu Express,SR,NDLS,HWH,SBC,Sunday,11,None,Clear,21.5,27,11.1,0,Low,High,27,12,359,247,Rajdhani,WAP-5,Yes,49
12001,Shatabdi,NR,SBC,CNB,NDLS,Sunday,4,None,Rain,8.7,60,1.6,22,Low,Low,0,0,439,28,Express,WAG-9,No,24
22436,Vande Bharat,NR,KOTA,SBC,PRYJ,Monday,12,None,Clear,24.9,45,13.9,0,High,Low,13,16,1323,574,Freight,WAG-9,No,29
11057,Amritsar Express,CR,HWH,SBC,MAS,Friday,7,None,Rain,26.8,37,9.1,36,Low,Medium,17,24,1105,1631,Mail,WAG-9,No,46
12622,Tamil Nadu Express,SR,BCT,LKO,BPL,Thursday,9,None,Cloudy,15.6,41,9.5,0,High,High,25,7,1607,1753,Express,WDP-4D,Yes,50
12622,Tamil Nadu Express,SR,NDLS,AGC,MAS,Thursday,6,Diwali,Rain,20.1,51,0.4,96,Low,Medium,17,7,1017,1697,Freight,WAG-9,No,37
11057,Amritsar Express,CR,AGC,LKO,NGP,Saturday,5,None,Clear,32.3,59,1.7,0,Low,Medium,10,7,389,1003,Rajdhani,WDP-4D,Yes,17
11057,Amritsar Express,CR,BPL,CNB,LKO,Thursday,5,None,Clear,9.2,65,0.9,0,Low,Low,35,6,947,691,Mail,WAP-5,No,41
12301,Howrah Rajdhani,ER,PRYJ,HWH,BCT,Thursday,9,None,Fog,18.9,59,14.6,0,Low,Medium,15,1,699,850,Mail,WAP-7,No,21
11057,Amritsar Express,CR,NDLS,SBC,LKO,Friday,12,Diwali,Cloudy,10.2,31,7.6,0,Low,Low,0,4,728,72,Express,WAP-5,Yes,12
12301,Howrah Rajdhani,ER,NGP,KOTA,KOTA,Wednesday,5,None,Fog,18.5,79,13.6,0,High,High,0,13,1676,286,Mail,WAG-9,Yes,34
12951,Mumbai Rajdhani,WR,MAS,BCT,BPL,Monday,8,None,Clear,37.1,,3.4,0,Medium,High,2,8,1467,189,Freight,WAP-5,No,12
12001,Shatabdi,NR,BCT,LKO,SBC,Monday,2,None,Clear,42.4,70,0.6,0,Medium,Medium,20,18,1555,172,Passenger,WAP-7,Yes,38
12001,Shatabdi,NR,KOTA,NGP,BCT,Monday,7,None,Clear,10.9,76,12.6,0,Low,Medium,24,9,29,1555,Rajdhani,WAG-9,No,33
12301,Howrah Rajdhani,ER,HWH,BCT,PRYJ,Saturday,12,Holi,clear,36.9,35,1.9,0,High,High,15,12,1181,385,Mail,WDP-4D,No,45
12951,Mumbai Rajdhani,WR,KOTA,HWH,NDLS,Friday,11,None,Clear,35.3,47,13.0,0,Low,Medium,5,2,1114,682,Passenger,WAP-7,No,0
12951,Mumbai Rajdhani,WR,BCT,CNB,MAS,Saturday,12,None,Fog,15.9,66,1.0,0,Low,Medium,7,21,281,1252,Vande Bharat,WAG-9,Yes,35
12951,Mumbai Rajdhani,WR,LKO,NDLS,BPL,Monday,3,Diwali,Fog,23.4,41,5.3,0,Low,Low,28,0,852,490,Vande Bharat,WAG-9,Yes,47
12001,Shatabdi,NR,BCT,LKO,NDLS,Monday,11,Diwali,Fog,36.2,55,6.6,0,Low,High,18,5,269,271,Passenger,WAG-9,No,71
11057,Amritsar Express,CR,MAS,HWH,KOTA,Tuesday,10,None,Fog,44.5,39,1.9,0,Low,Low,6,1,100,531,Vande Bharat,WAP-7,No,40
12138,Punjab Mail,CR,SBC,CNB,BCT,Friday,2,None,Clear,30.5,34,12.0,0,High,Low,0,8,1746,1176,Freight,WAG-9,Yes,16
12001,Shatabdi,NR,PRYJ,SBC,MAS,Monday,5,None,Clear,25.1,54,5.7,0,Low,Low,15,9,101,1622,Rajdhani,WAG-9,Yes,24
12138,Punjab Mail,CR,NGP,BCT,LKO,Thursday,10,None,Clear,19.5,58,6.8,0,High,High,9,18,121,802,Freight,WAP-5,No,45
12001,Shatabdi,NR,BPL,MAS,SBC,Tuesday,7,None,Cloudy,38.7,62,8.1,0,Low,Medium,24,14,843,1275,Passenger,WAP-7,Yes,38
12001,Shatabdi,NR, KOTA ,SBC,MAS,Wednesday,5,None,Clear,14.8,20,1.5,0,Low,High,0,10,1337,855,Vande Bharat,WDP-4D,No,20
12622,Tamil Nadu Express,SR,SBC,KOTA,NDLS,Tuesday,12,Chhath,Clear,35.5,95,14.2,0 mm,High,Medium,5,0,203,255,Express,WAP-5,No,21
12301,Howrah Rajdhani,ER,NGP,KOTA,KOTA,Tuesday,6,None,Fog,38.0,94,12.4,0,Medium,High,18,2,294,1600,Freight,WAP-5,Yes,35
12001,Shatabdi,NR,NGP,CNB,AGC,Saturday,7,None,Fog,13.7,21,0.5,0,Medium,Medium,0,9,979,1589,Vande Bharat,WAP-7,No,22
12301,Howrah Rajdhani,ER,HWH,KOTA,BCT,Wednesday,6,None,Clear,40.3,70,3.8,0,High,High,4,18,1099,944,Freight,WAG-9,Yes,32
12138,Punjab Mail,CR,PRYJ,NDLS,LKO,Tuesday,6,Holi,Fog,18.1,88,11.2,0,Medium,High,15,10,1762,1399,Mail,WDP-4D,Yes,70
12622,Tamil Nadu Express,SR,BPL,NDLS,NGP,Sunday,11,None,Clear,41.5,88,3.6,0,High,Low,13,8,1315,945,Freight,WAP-7,Yes,29
12001,Shatabdi,NR,BCT,KOTA,CNB,Sunday,5,None,Fog,29.0,65,6.7,0,Low,Low,13,16,613,986,Rajdhani,WDP-4D,Yes,-4
12951,Mumbai Rajdhani,WR,SBC,LKO,CNB,Monday,12,None,Cloudy,32.6,65,9.8,0,Low,Low,15,12,738,1027,Express,WAG-9,No,-8
12138,Punjab Mail,CR,BPL,KOTA,BPL,Saturday,4,None,Fog,8.0,74,7.0,0,Low,Low,26,7,741,493,Mail,WDP-4D,Yes,68
12001,Shatabdi,NR,MAS,HWH,MAS,Wednesday,3,None,Rain,22.4,79,5.8,94,Low,Medium,11,0,1629,1530,Express,WAP-5,Yes,28
12301,Howrah Rajdhani,ER,SBC,AGC,BCT,Tuesday,5,None,Rain,22.5,64,14.2,35,Medium,High,12,0,1330,764,Rajdhani,WAP-5,Yes,38
12138,Punjab Mail,CR, KOTA ,HWH,PRYJ,Tuesday,8,None,Clear,39.7,84,5.2,0,Medium,High,21,20,250,1388,Express,WDP-4D,No,51
12951,Mumbai Rajdhani,WR,KOTA,MAS,HWH,Tuesday,9,None,Clear,25.0,93,6.7,0,Medium,Low,27,9,394,359,Rajdhani,WAP-7,Yes,28
12627,Karnataka Express,SWR,CNB,BCT,NDLS,Tuesday,10,None,Fog,31.8,47,13.7,0,Medium,Medium,0,12,66,1461,Vande Bharat,WAP-7,Yes,24
22436,Vande Bharat,NR,CNB,HWH,SBC,Wednesday,10,None,Clear,13.3,37,12.8,0,Medium,Low,0,10,516,532,Mail,WDP-4D,Yes,2
12001,Shatabdi,NR,HWH,NGP,NDLS,Friday,4,None,Clear,37.0,81,6.5,0,Low,High,16,12,1553,887,Mail,WAG-9,No,38
12622,Tamil Nadu Express,SR,BCT,BPL,CNB,Friday,11,None,Clear,31.4,26,2.5,0,High,High,2,8,843,1428,Express,WAP-7,No,28
11057,Amritsar Express,CR,KOTA,MAS,HWH,Monday,11,None,Rain,10.2,,11.0,10,Low,Low,5,5,493,244,Vande Bharat,WAP-5,Yes,16
12951,Mumbai Rajdhani,WR,PRYJ,SBC,BCT,Monday,2,Eid,Fog,44.4,96,13.6,0,High,Medium,31,10,341,494,Freight,WDP-4D,Yes,63
12138,Punjab Mail,CR,MAS,NDLS,AGC,Wednesday,7,Diwali,Cloudy,19.1,87,0.6,0,High,Medium,4,3,1068,394,Rajdhani,WDP-4D,Yes,23
12951,Mumbai Rajdhani,WR,NGP,BCT,AGC,Sunday,10,None,Cloudy,19.1,42,10.7,0,Low,Low,4,0,1277,1593,Vande Bharat,WDP-4D,Yes,0
12001,Shatabdi,NR,KOTA,MAS,NDLS,Wednesday,8,None,Clear,40.0,71,0.5,0,High,Low,9,3,1731,350,Freight,WAP-7,No,20
12301,Howrah Rajdhani,ER,MAS,CNB,CNB,Wednesday,12,None,Fog,41.4,89,13.9,0,Low,Medium,4,0,611,1328,Passenger,WAG-9,Yes,36
12001,Shatabdi,NR,KOTA,AGC,KOTA,Tuesday,5,None,Clear,28.4,95,0.8,0,High,Medium,7,16,818,1531,Passenger,WAG-9,Yes,31
12951,Mumbai Rajdhani,WR, CNB ,BCT,NGP,Monday,10,None,Rain,19.3,94,12.0,32,Low,Low,6,9,210,638,Freight,WAP-7,No,30
12001,Shatabdi,NR,SBC,NDLS,HWH,Tuesday,8,None,Cloudy,43.3,60,11.4,0,Low,Low,7,17,1055,1160,Passenger,WAP-5,Yes,24
12301,Howrah Rajdhani,ER,PRYJ,CNB,NDLS,Sunday,11,None,Clear,21.5,59,1.3,0,Medium,Medium,6,1,548,1129,Rajdhani,WAP-7,Yes,0
12301,Howrah Rajdhani,ER,HWH,NDLS,SBC,Friday,7,Chhath,Cloudy,36.5,55,1.7,0,Medium,Low,27,6,1312,149,Mail,WAG-9,No,33
12951,Mumbai Rajdhani,WR,HWH,NGP,NDLS,Saturday,7,None,Fog,16.3,96,10.7,0,High,Medium,21,17,12,712,Rajdhani,WAP-5,Yes,51
12301,Howrah Rajdhani,ER,HWH,AGC,MAS,Tuesday,7,None,Clear,33.6,50,14.9,0,Low,Low,0,15,1608,25,Mail,WDP-4D,No,7
12138,Punjab Mail,CR,PRYJ,MAS,SBC,Saturday,10,None,Clear,15.7,94,7.6,0,High,High,5,12,1781,36,Vande Bharat,WAP-5,No,35
22436,Vande Bharat,NR,MAS,BPL,SBC,Saturday,12,None,Fog,11.2,21,9.0,0,Medium,Low,0,3,928,496,Freight,WAP-5,Yes,32
12951,Mumbai Rajdhani,WR,NDLS,AGC,PRYJ,Saturday,4,Eid,Clear,35.0,34,5.5,0,Medium,High,6,17,904,1416,Vande Bharat,WAG-9,Yes,33
12951,Mumbai Rajdhani,WR,NGP,KOTA,AGC,Sunday,4,None,Clear,9.4,92,4.1,0,Medium,Medium,8,0,325,593,Freight,WDP-4D,No,0
22436,Vande Bharat,NR,HWH,PRYJ,BPL,Wednesday,4,None,Clear,35.1,43,12.8,0,Low,High,9,16,800,347,Rajdhani,WAP-5,No,27
12951,Mumbai Rajdhani,WR,PRYJ,CNB,SBC,Monday,7,None,Clear,11.8,96,8.9,0,Medium,High,0,13,688,326,Mail,WAG-9,No,15
12622,Tamil Nadu Express,SR,AGC,BCT,NDLS,Thursday,3,None,Fog,14.9,66,11.7,0,Medium,Medium,28,9,402,214,Rajdhani,WDP-4D,No,64
11057,Amritsar Express,CR,CNB,HWH,HWH,Sunday,8,None,Clear,37.2,72,9.0,0,Low,Low,9,0,1440,1306,Passenger,WAG-9,No,9
22436,Vande Bharat,NR,LKO,NGP,NGP,Wednesday,9,None,Cloudy,14.5,78,2.0,0,Low,High,13,12,61,204,Passenger,WAG-9,No,27
12138,Punjab Mail,CR,CNB,HWH,BCT,Wednesday,2,None,Clear,25.1,51,5.6,0,Low,Low,29,22,680,1055,Vande Bharat,WAP-7,No,51
12001,Shatabdi,NR,KOTA,BPL,KOTA,Thursday,7,None,Clear,19.0,20,7.0,0,High,Medium,0,14,1160,13,Vande Bharat,WAP-5,Yes,22
22436,Vande Bharat,NR,AGC,BCT,NGP,Saturday,12,None,Rain,29.6,63,4.9,110,Medium,Medium,1,14,12,1768,Vande Bharat,WAP-7,Yes,31
12622,Tamil Nadu Express,SR,NGP,HWH,KOTA,Friday,12,None,Clear,43.9,56,7.8,0,High,Low,28,20,1323,161,Rajdhani,WAG-9,Yes,56
12001,Shatabdi,NR,HWH,SBC,NDLS,Sunday,6,None,Rain,39.9,76,8.5,106,High,Medium,8,0,254,1503,Vande Bharat,WDP-4D,No,25
12627,Karnataka Express,SWR,MAS,PRYJ,NGP,Wednesday,6,None,Clear,24.0,38,10.1,0,Low,Medium,12,20,894,1005,Rajdhani,WAP-7,No,32
12627,Karnataka Express,SWR,AGC,BCT,KOTA,Friday,9,None,Fog,31.0,24,5.9,0,Low,Low,28,7,271,357,Freight,WAP-7,Yes,62
22436,Vande Bharat,NR,SBC,PRYJ,BCT,Wednesday,5,None,Clear,37.1,86,3.4,0,Low,Low,26,9,1791,767,Express,WAG-9,Yes,27
12301,Howrah Rajdhani,ER,CNB,KOTA,PRYJ,Friday,6,Chhath,Clear,33.3,37,11.9,0,Medium,High,8,2,1677,1386,Rajdhani,WAP-7,No,20
12001,Shatabdi,NR,SBC,NDLS,CNB,Saturday,10,None,Rain,8.1,93,11.6,52,Low,Medium,0,9,795,807,Freight,WAP-5,Yes,23
11057,Amritsar Express,CR,AGC,BPL,LKO,Wednesday,2,None,Fog,,72,4.3,0,High,Low,15,16,440,666,Express,WAG-9,Yes,79
22436,Vande Bharat,NR,NDLS,KOTA,HWH,Tuesday,5,Holi,Clear,27.1,54,13.9,0,Medium,Medium,6,11,1494,1140,Freight,WAP-5,Yes,17
11057,Amritsar Express,CR,CNB,KOTA,NDLS,Tuesday,9,None,Cloudy,34.0,80,2.4,0,High,High,0,10,405,703,Mail,WAP-5,Yes,28
12622,Tamil Nadu Express,SR,AGC,BCT,LKO,Monday,12,None,Fog,34.2,64,8.8,0,Medium,High,0,1,922,1569,Passenger,WDP-4D,Yes,51
12622,Tamil Nadu Express,SR,LKO,KOTA,LKO,Wednesday,12,None,Fog,15.5,94,2.6,0,Medium,Low,0,2,1256,1486,Freight,WAP-7,Yes,38
11057,Amritsar Express,CR,MAS,BCT,CNB,Friday,4,None,Cloudy,9.3,30,1.1,0,Medium,Low,15,15,417,975,Vande Bharat,WAP-5,No,30
12138,Punjab Mail,CR,PRYJ,HWH,MAS,Saturday,11,None,Clear,36.1,83,13.7,0,Medium,Medium,19,3,122,275,Vande Bharat,WAP-7,No,22
12622,Tamil Nadu Express,SR,HWH,NGP,AGC,Friday,4,Holi,Cloudy,22.3,23,13.7,0,Low,High,15,9,575,723,Mail,WAP-5,No,42
12622,Tamil Nadu Express,SR,KOTA,MAS,AGC,Sunday,4,None,Clear,19.2,69,2.5,0,Low,High,0,0,827,463,Freight,WDP-4D,No,10
11057,Amritsar Express,CR,LKO,MAS,KOTA,Tuesday,3,None,Fog,44.1,25,4.7,0,Medium,Low,19,1,1014,750,Freight,WAP-5,Yes,59
